certification_id,vendor_id,vendor_name,name,slug,route_identifier,rolemath_url,official_url,currentness_state,current_exam_code,current_version,current_source_url,current_checked_date,exam_fees_json,renewal_json,role_ids,occupation_ids,training_offer_count,known_unknowns_json
cert_comptia_securityx,comptia,CompTIA,CompTIA SecurityX,comptia-securityx,/certifications/comptia/comptia-securityx,https://rolemath.com/certifications/comptia/comptia-securityx/,https://www.comptia.org/en-us/certifications/securityx/,unresolved,CAS-005,SecurityX,https://www.comptia.org/en-us/certifications/securityx/,2026-07-01,"[{""amount"":544.0,""currency"":""USD"",""scope"":""CAS-005; United States storefront"",""source_url"":""https://www.comptia.org/en-us/certifications/securityx/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Upload CEUs / CertMaster CE / or retake; fee waived by passing a higher CompTIA cert"",""fee"":150.0,""fee_unit"":""per_cycle"",""ce_credits"":75.0,""ce_period"":""per 3-year cycle"",""source_url"":""https://www.comptia.org/en-us/resources/ce/learn/continuing-education-renewal-fees/"",""checked_date"":""2026-07-01""}",role_cybersecurity_analyst,occ_information_security_analysts,0,"[""RoleMath did not find an in-window attributable exam/version for the build date.""]"
cert_cisco_ccst_it_support,cisco,Cisco,Cisco Certified Support Technician IT Support,cisco-ccst-it-support,/certifications/cisco/cisco-ccst-it-support,,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-it-support.html,current,100-140 CCST IT Support,vendor publishes no separate version,https://www.cisco.com/site/us/en/learn/training-certifications/exams/list.html,2026-08-09,"[{""amount"":125.0,""currency"":""USD"",""scope"":""100-140; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-it-support.html"",""checked_date"":""2026-06-13""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Earn continuing-education credits or retake a qualifying exam before expiry"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":""per 3-year period"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/recertification-policy/index.html"",""checked_date"":""2026-06-19""}",role_help_desk_technician;role_it_support_specialist;role_technical_support_engineer,occ_computer_user_support_specialists,0,[]
cert_cisco_ccst_networking,cisco,Cisco,Cisco Certified Support Technician Networking,cisco-ccst-networking,/certifications/cisco/cisco-ccst-networking,,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-networking.html,current,100-150 CCST Networking,vendor publishes no separate version,https://www.cisco.com/site/us/en/learn/training-certifications/exams/list.html,2026-08-09,"[{""amount"":125.0,""currency"":""USD"",""scope"":""100-150; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-networking.html"",""checked_date"":""2026-06-12""}]","{""lifecycle_state"":""no_expiration"",""validity_years"":5.0,""model"":""Cisco states CCST entry-level certifications have a 5-year recertification cycle for credentials earned after July 15, 2025; CCST certifications earned before July 15, 2025 remain valid for a lifetime."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 5-year cycle"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/certifications/recertification/index.html"",""checked_date"":""2026-06-12""}",role_network_administrator;role_it_support_specialist,occ_computer_user_support_specialists;occ_network_systems_administrators,0,[]
cert_cisco_ccst_cybersecurity,cisco,Cisco,Cisco Certified Support Technician Cybersecurity,cisco-ccst-cybersecurity,/certifications/cisco/cisco-ccst-cybersecurity,https://rolemath.com/certifications/cisco/cisco-ccst-cybersecurity/,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-cybersecurity.html,current,100-160 CCST Cybersecurity,vendor publishes no separate version,https://www.cisco.com/site/us/en/learn/training-certifications/exams/list.html,2026-08-09,"[{""amount"":125.0,""currency"":""USD"",""scope"":""100-160; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccst-cybersecurity.html"",""checked_date"":""2026-06-12""}]","{""lifecycle_state"":""time_limited"",""validity_years"":5.0,""model"":""Pass a current CCST exam, an Associate-level exam, a technology core or concentration exam, or a CCDE/CCIE exam before expiry"",""fee"":null,""fee_unit"":""route_dependent"",""ce_credits"":null,""ce_period"":""per 5-year period"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/certifications/recertification/index.html"",""checked_date"":""2026-08-09""}",role_cybersecurity_analyst;role_threat_intelligence_analyst;role_incident_response_analyst;role_soc_analyst,occ_information_security_analysts,0,[]
cert_cisco_ccna,cisco,Cisco,Cisco Certified Network Associate,cisco-ccna,/certifications/cisco/cisco-ccna,https://rolemath.com/certifications/cisco/cisco-ccna/,https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccna.html,current,200-301,v1.1,https://learningnetwork.cisco.com/s/ccna-exam-topics,2026-08-06,"[{""amount"":300.0,""currency"":""USD"",""scope"":""200-301; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/ccna.html"",""checked_date"":""2026-06-13""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Earn 30 continuing-education credits or pass a qualifying exam before expiry"",""fee"":null,""fee_unit"":""route_dependent"",""ce_credits"":null,""ce_period"":""per 3-year period"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/recertification-policy/index.html"",""checked_date"":""2026-08-09""}",role_network_administrator;role_junior_systems_administrator;role_cybersecurity_analyst;role_network_security_engineer;role_network_automation_engineer,occ_information_security_analysts;occ_network_systems_administrators;occ_computer_network_architects;occ_information_security_engineers,2,[]
cert_cisco_ccnp_enterprise,cisco,Cisco,CCNP Enterprise,cisco-ccnp-enterprise,/certifications/cisco/cisco-ccnp-enterprise,https://rolemath.com/certifications/cisco/cisco-ccnp-enterprise/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccnp-enterprise/index.html,unresolved,350-401 ENCOR + one concentration,version conflict,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccnp-enterprise/exams-and-training.html,2026-08-09,"[{""amount"":400.0,""currency"":""USD"",""scope"":""350-401 ENCOR; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/index.html"",""checked_date"":""2026-06-26""},{""amount"":300.0,""currency"":""USD"",""scope"":""CCNP Enterprise concentration exam (300-xxx); United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/index.html"",""checked_date"":""2026-06-26""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Earn continuing-education credits or retake a qualifying exam before expiry"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":""per 3-year period"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/certifications/recertification/index.html"",""checked_date"":""2026-07-01""}",role_network_administrator,occ_network_systems_administrators,0,"[""RoleMath did not find an in-window attributable exam/version for the build date.""]"
cert_cisco_ccnp_security,cisco,Cisco,CCNP Security,cisco-ccnp-security,/certifications/cisco/cisco-ccnp-security,,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html,current,350-701 SCOR + one concentration,SCOR v1.1 through 2026-08-26; SCOR v2.0 from 2026-08-27,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/exams-and-training.html,2026-08-09,"[{""amount"":400.0,""currency"":""USD"",""scope"":""350-701 SCOR; United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/index.html"",""checked_date"":""2026-07-01""},{""amount"":300.0,""currency"":""USD"",""scope"":""CCNP Security concentration exam (300-xxx); United States storefront"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/exams/index.html"",""checked_date"":""2026-07-01""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Earn continuing-education credits or retake a qualifying exam before expiry"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":""per 3-year period"",""source_url"":""https://www.cisco.com/site/us/en/learn/training-certifications/certifications/recertification/index.html"",""checked_date"":""2026-07-01""}",role_network_security_engineer,occ_information_security_engineers,0,[]
cert_aws_cloud_practitioner,aws,Amazon Web Services,AWS Certified Cloud Practitioner,aws-certified-cloud-practitioner,/certifications/aws/aws-certified-cloud-practitioner,https://rolemath.com/certifications/aws/aws-certified-cloud-practitioner/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html,current,CLF-C02,current,https://aws.amazon.com/certification/certified-cloud-practitioner/,2026-08-09,"[{""amount"":100.0,""currency"":""USD"",""scope"":""CLF-C02; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-cloud-practitioner/"",""checked_date"":""2026-06-13""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Renew free through AWS Cloud Quest: Recertify Cloud Practitioner, or renew by passing the latest Cloud Practitioner, an Associate-level, or a Professional-level exam"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-08-09""}",role_cloud_support_associate;role_technical_support_engineer;role_cloud_engineer,occ_computer_systems_engineers_architects;occ_computer_user_support_specialists,0,[]
cert_aws_certified_ai_practitioner,aws,Amazon Web Services,AWS Certified AI Practitioner,aws-certified-ai-practitioner,/certifications/aws/aws-certified-ai-practitioner,https://rolemath.com/certifications/aws/aws-certified-ai-practitioner/,https://docs.aws.amazon.com/aws-certification/latest/ai-practitioner-01.html,current,AIF-C01,1.1,https://docs.aws.amazon.com/aws-certification/latest/ai-practitioner-01/aif-01-revisions.html,2026-08-07,"[{""amount"":100.0,""currency"":""USD"",""scope"":""AIF-C01; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-ai-practitioner/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Recertify by passing the latest AWS Certified AI Practitioner exam, the latest AWS Certified Machine Learning Engineer - Associate exam, or the latest AWS Certified Generative AI Developer - Professional exam. Eligible exam routes can use the 50% discount voucher in the holder's AWS Certification Account."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-08-07""}",,,0,"[""RoleMath has not mapped this credential to an occupation with attributable evidence.""]"
cert_aws_solutions_architect_associate,aws,Amazon Web Services,AWS Certified Solutions Architect Associate,aws-solutions-architect-associate,/certifications/aws/aws-solutions-architect-associate,https://rolemath.com/certifications/aws/aws-solutions-architect-associate/,https://aws.amazon.com/certification/certified-solutions-architect-associate/,current,SAA-C03,current,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-associate-03.html,2026-08-08,"[{""amount"":150.0,""currency"":""USD"",""scope"":""SAA-C03; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-solutions-architect-associate/"",""checked_date"":""2026-06-13""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Retake the current SAA exam, earn Solutions Architect Professional, or use paid AWS Skill Builder maintenance; cost and validity extension vary by route"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-08-09""}",role_cloud_engineer,occ_computer_systems_engineers_architects,4,[]
cert_aws_certified_developer_associate,aws,Amazon Web Services,AWS Certified Developer - Associate,aws-certified-developer-associate,/certifications/aws/aws-certified-developer-associate,,https://docs.aws.amazon.com/aws-certification/latest/developer-associate-02.html,current,DVA-C02,current,https://docs.aws.amazon.com/aws-certification/latest/examguides/aws-certification-exam-guides.html,2026-08-09,"[{""amount"":150.0,""currency"":""USD"",""scope"":""DVA-C02; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-developer-associate/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Recertify by passing the current exam version or using an eligible AWS maintenance route"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-07-01""}",role_software_developer;role_cloud_engineer,occ_computer_systems_engineers_architects;occ_software_developers,0,[]
cert_aws_certified_cloudops_engineer_associate,aws,Amazon Web Services,AWS Certified CloudOps Engineer - Associate,aws-certified-cloudops-engineer-associate,/certifications/aws/aws-certified-cloudops-engineer-associate,,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03.html,current,SOA-C03,current,https://aws.amazon.com/certification/certified-cloudops-engineer-associate/,2026-08-09,"[{""amount"":150.0,""currency"":""USD"",""scope"":""SOA-C03; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-cloudops-engineer-associate/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Recertify by passing the current exam version or using an eligible AWS maintenance route"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-07-01""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,[]
cert_aws_certified_data_engineer_associate,aws,Amazon Web Services,AWS Certified Data Engineer - Associate,aws-certified-data-engineer-associate,/certifications/aws/aws-certified-data-engineer-associate,,https://docs.aws.amazon.com/aws-certification/latest/data-engineer-associate-01.html,current,DEA-C01,current,https://docs.aws.amazon.com/aws-certification/latest/data-engineer-associate-01/data-engineer-associate-01.html,2026-08-09,"[{""amount"":150.0,""currency"":""USD"",""scope"":""DEA-C01; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-data-engineer-associate/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""This certification is valid for 3 years. Before your certification expires, you can recertify by passing the latest version of this exam."",""fee"":null,""fee_unit"":null,""ce_credits"":null,""ce_period"":""per 3-year cycle"",""source_url"":""https://aws.amazon.com/certification/certified-data-engineer-associate/"",""checked_date"":""2026-06-19""}",role_data_engineer,occ_software_developers,0,[]
cert_aws_certified_security_specialty,aws,Amazon Web Services,AWS Certified Security - Specialty,aws-certified-security-specialty,/certifications/aws/aws-certified-security-specialty,,https://docs.aws.amazon.com/aws-certification/latest/security-specialty-03.html,current,SCS-C03,current,https://docs.aws.amazon.com/aws-certification/latest/security-specialty-03/security-specialty-03.html,2026-08-09,"[{""amount"":300.0,""currency"":""USD"",""scope"":""SCS-C03; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-security-specialty/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Recertify by passing the current exam version or another qualifying AWS certification route"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-07-01""}",role_cybersecurity_analyst;role_it_security_operations_specialist,occ_information_security_analysts,0,[]
cert_aws_certified_solutions_architect_professional,aws,Amazon Web Services,AWS Certified Solutions Architect - Professional,aws-certified-solutions-architect-professional,/certifications/aws/aws-certified-solutions-architect-professional,https://rolemath.com/certifications/aws/aws-certified-solutions-architect-professional/,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-professional-02.html,current,SAP-C02,current,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-professional-02/solutions-architect-professional-02.html,2026-08-09,"[{""amount"":300.0,""currency"":""USD"",""scope"":""SAP-C02; United States storefront"",""source_url"":""https://aws.amazon.com/certification/certified-solutions-architect-professional/"",""checked_date"":""2026-06-08""}]","{""lifecycle_state"":""time_limited"",""validity_years"":3.0,""model"":""Recertify by passing the current exam version or using an eligible AWS maintenance route"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://aws.amazon.com/certification/recertification/"",""checked_date"":""2026-07-01""}",role_cloud_engineer,occ_computer_systems_engineers_architects,0,[]
cert_microsoft_az900,microsoft,Microsoft,Microsoft Azure Fundamentals,microsoft-az-900,/certifications/microsoft/microsoft-az-900,https://rolemath.com/certifications/microsoft/microsoft-az-900/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-900,current,AZ-900,current,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-08-09,"[{""amount"":99.0,""currency"":""USD"",""scope"":""AZ-900; United States storefront"",""source_url"":""https://learn.microsoft.com/en-us/credentials/exam-pricing.json"",""checked_date"":""2026-06-19""}]","{""lifecycle_state"":""no_expiration"",""validity_years"":0.0,""model"":""Does not expire — no renewal required"",""fee"":0.0,""fee_unit"":""per_cycle"",""ce_credits"":null,""ce_period"":null,""source_url"":""https://learn.microsoft.com/en-us/credentials/certifications/renew-your-microsoft-certification"",""checked_date"":""2026-08-09""}",role_cloud_support_associate;role_technical_support_engineer,occ_computer_user_support_specialists,0,[]
